Question ID,Question,Answer,Category
Q0002305,Can I exchange the shirt I purchased?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0002306,What are your store hours?,In-store pickup is available at all of our locations.,Store Info
Q0002307,Do you offer expedited shipping?,"Standard shipping takes 3-5 business days, while expedited shipping takes 1-2 days.",Shipping
Q0002308,How long does shipping take?,"Standard shipping takes 3-5 business days, while expedited shipping takes 1-2 days.",Shipping
Q0002309,Can you tell me the status of my order #35970?,Your order #35970 is currently in transit and will be delivered soon.,Order Status
Q0002310,Do you offer curbside pickup?,"Our stores are open from 9 AM to 9 PM, Monday to Saturday.",Store Info
Q0002311,Do you have this jacket in size M?,"Yes, we have this jacket available in size M.",Product Information
Q0002312,What is your return policy?,You can return the item within 30 days of purchase using our online return process.,Return/Exchange
Q0002313,Do you offer expedited shipping?,"Yes, we offer expedited shipping for an additional fee.",Shipping
Q0002314,Do you have this jacket in size M?,The dress is available in blue and several other colors.,Product Information
Q0002315,Has my order #18196 been shipped?,Your order #18196 has been shipped and is on its way.,Order Status
Q0002316,What is your return policy?,"To return an item, visit our returns page and follow the instructions.",Return/Exchange
Q0002317,Where is my order #45545?,Your order #45545 has been shipped and is on its way.,Order Status
Q0002318,Can I exchange the shirt I purchased?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0002319,Do you offer a student discount?,Multiple discount codes cannot be combined in a single order.,Discounts
Q0002320,How do I return the item I bought?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0002321,Is this dress available in blue?,This product is made from 100% organic cotton and is available in multiple sizes.,Product Information
Q0002322,What are the shipping options?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0002323,What are the shipping options?,We offer standard and expedited shipping options.,Shipping
Q0002324,Can I change my shipping address for order #36242?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0002325,What is your return policy?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0002326,Do you have this jacket in size M?,The dress is available in blue and several other colors.,Product Information
Q0002327,Is this dress available in blue?,The dress is available in blue and several other colors.,Product Information
Q0002328,What sizes are available for this shirt?,The dress is available in blue and several other colors.,Product Information
Q0002329,What is your return policy?,"To return an item, visit our returns page and follow the instructions.",Return/Exchange
Q0002330,How do I return the item I bought?,"Our return policy allows returns within 30 days, provided the item is in its original condition.",Return/Exchange
Q0002331,Can I combine multiple discount codes?,We are currently offering a 20% discount on all items.,Discounts
Q0002332,Do you offer expedited shipping?,We offer standard and expedited shipping options.,Shipping
Q0002333,When will my order #18032 be delivered?,Your order #18032 is currently being processed and will be shipped soon.,Order Status
Q0002334,Where is my order #67090?,Your order #67090 has been shipped and is on its way.,Order Status
Q0002335,What are your store hours?,"Our stores are open from 9 AM to 9 PM, Monday to Saturday.",Store Info
Q0002336,How do I apply a discount code?,Payment errors can be resolved by updating your payment method on our website.,Payment Issue
Q0002337,What is your return policy?,You can return the item within 30 days of purchase using our online return process.,Return/Exchange
Q0002338,How do I apply a discount code?,You can apply a discount code at checkout to receive a discount.,Discounts
Q0002339,What is your return policy?,You can return the item within 30 days of purchase using our online return process.,Return/Exchange
Q0002340,Where is my order #85480?,Your order #85480 is currently being processed and will be shipped soon.,Order Status
Q0002341,What sizes are available for this shirt?,This product is made from 100% organic cotton and is available in multiple sizes.,Product Information
Q0002342,What sizes are available for this shirt?,"We offer this shirt in sizes S, M, L, and XL.",Product Information
Q0002343,How do I apply a discount code?,"If you were charged twice, please contact our support team for assistance.",Payment Issue
Q0002344,What is your return policy?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0002345,Can I update my payment method for order #63328?,Discount codes can be applied at checkout to receive a discount on your order.,Payment Issue
Q0002346,Do you offer a student discount?,You can apply a discount code at checkout to receive a discount.,Discounts
Q0002347,What are your store hours?,In-store pickup is available at all of our locations.,Store Info
Q0002348,Where is my order #27581?,Your order #27581 has been shipped and is on its way.,Order Status
Q0002349,How long does shipping take?,You can change your shipping address within 24 hours of placing your order.,Shipping
Q0002350,Do you have this jacket in size M?,"We offer this shirt in sizes S, M, L, and XL.",Product Information
Q0002351,Can I exchange the shirt I purchased?,Exchanges are available for items within 30 days of purchase.,Return/Exchange
Q0002352,Can you tell me the status of my order #63355?,Your order #63355 is currently being processed and will be shipped soon.,Order Status
Q0002353,Has my order #49991 been shipped?,Your order #49991 is currently in transit and will be delivered soon.,Order Status
Q0002354,Can you tell me the status of my order #88995?,Your order #88995 is out for delivery and should arrive today.,Order Status
Q0002355,How do I apply a discount code?,"If you were charged twice, please contact our support team for assistance.",Payment Issue
Q0002356,Where is the nearest store?,The nearest store is located at 123 Main Street.,Store Info
Q0002357,Why was I charged twice for my order?,Payment errors can be resolved by updating your payment method on our website.,Payment Issue
Q0002358,Can I update my payment method for order #46399?,"If you were charged twice, please contact our support team for assistance.",Payment Issue
